file_committee_abbrev,committee_name,committee_code,subcommittee_name,subcommittee_code,member_first,member_last,state,party,position,majority_party,source_file,full_name,committee_name_hierarchy,subcommittee_name_hierarchy,level
SSEG,Committee on Energy and Natural Resources,SSEG00,Subcommittee on National Parks,SSEG04,Mazie K.,Hirono,HI,D,Member,R,committee_memberships_SSEG.xml,Mazie K. Hirono,Committee on Energy and Natural Resources,Subcommittee on National Parks,Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,Subcommittee on National Parks,SSEG04,Angus S.,King,ME,D,Ranking,R,committee_memberships_SSEG.xml,Angus S. King,Committee on Energy and Natural Resources,Subcommittee on National Parks,Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,Subcommittee on National Parks,SSEG04,Mike,Lee,UT,R,Ex Officio,R,committee_memberships_SSEG.xml,Mike Lee,Committee on Energy and Natural Resources,Subcommittee on National Parks,Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,Subcommittee on National Parks,SSEG04,Lisa,Murkowski,AK,R,Member,R,committee_memberships_SSEG.xml,Lisa Murkowski,Committee on Energy and Natural Resources,Subcommittee on National Parks,Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,"Subcommittee on Public Lands, Forests, and Mining",SSEG03,John,Barrasso,WY,R,Chairman,R,committee_memberships_SSEG.xml,John Barrasso,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,"Subcommittee on Public Lands, Forests, and Mining",SSEG03,Catherine,Cortez Masto,NV,D,Ranking,R,committee_memberships_SSEG.xml,Catherine Cortez Masto,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,"Subcommittee on Public Lands, Forests, and Mining",SSEG03,Tom,Cotton,AR,R,Member,R,committee_memberships_SSEG.xml,Tom Cotton,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,"Subcommittee on Public Lands, Forests, and Mining",SSEG03,Steve,Daines,MT,R,Member,R,committee_memberships_SSEG.xml,Steve Daines,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,"Subcommittee on Public Lands, Forests, and Mining",SSEG03,Martin,Heinrich,NM,D,Ex Officio,R,committee_memberships_SSEG.xml,Martin Heinrich,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,"Subcommittee on Public Lands, Forests, and Mining",SSEG03,John W.,Hickenlooper,CO,D,Member,R,committee_memberships_SSEG.xml,John W. Hickenlooper,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,"Subcommittee on Public Lands, Forests, and Mining",SSEG03,Mazie K.,Hirono,HI,D,Member,R,committee_memberships_SSEG.xml,Mazie K. Hirono,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,"Subcommittee on Public Lands, Forests, and Mining",SSEG03,Cindy,Hyde-Smith,MS,R,Member,R,committee_memberships_SSEG.xml,Cindy Hyde-Smith,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,"Subcommittee on Public Lands, Forests, and Mining",SSEG03,James C.,Justice,WV,R,Member,R,committee_memberships_SSEG.xml,James C. Justice,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,"Subcommittee on Public Lands, Forests, and Mining",SSEG03,Angus S.,King,ME,D,Member,R,committee_memberships_SSEG.xml,Angus S. King,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,"Subcommittee on Public Lands, Forests, and Mining",SSEG03,Mike,Lee,UT,R,Ex Officio,R,committee_memberships_SSEG.xml,Mike Lee,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,"Subcommittee on Public Lands, Forests, and Mining",SSEG03,Lisa,Murkowski,AK,R,Member,R,committee_memberships_SSEG.xml,Lisa Murkowski,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,"Subcommittee on Public Lands, Forests, and Mining",SSEG03,Alex,Padilla,CA,D,Member,R,committee_memberships_SSEG.xml,Alex Padilla,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,"Subcommittee on Public Lands, Forests, and Mining",SSEG03,James  E.,Risch,ID,R,Member,R,committee_memberships_SSEG.xml,James  E. Risch,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,"Subcommittee on Public Lands, Forests, and Mining",SSEG03,Ron,Wyden,OR,D,Member,R,committee_memberships_SSEG.xml,Ron Wyden,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,Subcommittee on Water and Power,SSEG07,Bill,Cassidy,LA,R,Member,R,committee_memberships_SSEG.xml,Bill Cassidy,Committee on Energy and Natural Resources,Subcommittee on Water and Power,Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,Subcommittee on Water and Power,SSEG07,Catherine,Cortez Masto,NV,D,Member,R,committee_memberships_SSEG.xml,Catherine Cortez Masto,Committee on Energy and Natural Resources,Subcommittee on Water and Power,Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,Subcommittee on Water and Power,SSEG07,Steve,Daines,MT,R,Member,R,committee_memberships_SSEG.xml,Steve Daines,Committee on Energy and Natural Resources,Subcommittee on Water and Power,Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,Subcommittee on Water and Power,SSEG07,Ruben,Gallego,AZ,D,Member,R,committee_memberships_SSEG.xml,Ruben Gallego,Committee on Energy and Natural Resources,Subcommittee on Water and Power,Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,Subcommittee on Water and Power,SSEG07,Martin,Heinrich,NM,D,Ex Officio,R,committee_memberships_SSEG.xml,Martin Heinrich,Committee on Energy and Natural Resources,Subcommittee on Water and Power,Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,Subcommittee on Water and Power,SSEG07,John W.,Hickenlooper,CO,D,Member,R,committee_memberships_SSEG.xml,John W. Hickenlooper,Committee on Energy and Natural Resources,Subcommittee on Water and Power,Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,Subcommittee on Water and Power,SSEG07,John,Hoeven,ND,R,Chairman,R,committee_memberships_SSEG.xml,John Hoeven,Committee on Energy and Natural Resources,Subcommittee on Water and Power,Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,Subcommittee on Water and Power,SSEG07,James C.,Justice,WV,R,Member,R,committee_memberships_SSEG.xml,James C. Justice,Committee on Energy and Natural Resources,Subcommittee on Water and Power,Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,Subcommittee on Water and Power,SSEG07,Mike,Lee,UT,R,Ex Officio,R,committee_memberships_SSEG.xml,Mike Lee,Committee on Energy and Natural Resources,Subcommittee on Water and Power,Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,Subcommittee on Water and Power,SSEG07,David,McCormick,PA,R,Member,R,committee_memberships_SSEG.xml,David McCormick,Committee on Energy and Natural Resources,Subcommittee on Water and Power,Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,Subcommittee on Water and Power,SSEG07,Alex,Padilla,CA,D,Member,R,committee_memberships_SSEG.xml,Alex Padilla,Committee on Energy and Natural Resources,Subcommittee on Water and Power,Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,Subcommittee on Water and Power,SSEG07,James  E.,Risch,ID,R,Member,R,committee_memberships_SSEG.xml,James  E. Risch,Committee on Energy and Natural Resources,Subcommittee on Water and Power,Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,Subcommittee on Water and Power,SSEG07,Ron,Wyden,OR,D,Ranking,R,committee_memberships_SSEG.xml,Ron Wyden,Committee on Energy and Natural Resources,Subcommittee on Water and Power,Subcommittee
SSEG,Committee on Energy and Natural Resources,SSEG00,,MAIN,John,Barrasso,WY,R,Member,R,committee_memberships_SSEG.xml,John Barrasso,Committee on Energy and Natural Resources,Main Committee,Main Committee
SSEG,Committee on Energy and Natural Resources,SSEG00,,MAIN,Maria,Cantwell,WA,D,Member,R,committee_memberships_SSEG.xml,Maria Cantwell,Committee on Energy and Natural Resources,Main Committee,Main Committee
SSEG,Committee on Energy and Natural Resources,SSEG00,,MAIN,Bill,Cassidy,LA,R,Member,R,committee_memberships_SSEG.xml,Bill Cassidy,Committee on Energy and Natural Resources,Main Committee,Main Committee
SSEG,Committee on Energy and Natural Resources,SSEG00,,MAIN,Catherine,Cortez Masto,NV,D,Member,R,committee_memberships_SSEG.xml,Catherine Cortez Masto,Committee on Energy and Natural Resources,Main Committee,Main Committee
SSEG,Committee on Energy and Natural Resources,SSEG00,,MAIN,Tom,Cotton,AR,R,Member,R,committee_memberships_SSEG.xml,Tom Cotton,Committee on Energy and Natural Resources,Main Committee,Main Committee
SSEG,Committee on Energy and Natural Resources,SSEG00,,MAIN,Steve,Daines,MT,R,Member,R,committee_memberships_SSEG.xml,Steve Daines,Committee on Energy and Natural Resources,Main Committee,Main Committee
SSEG,Committee on Energy and Natural Resources,SSEG00,,MAIN,Ruben,Gallego,AZ,D,Member,R,committee_memberships_SSEG.xml,Ruben Gallego,Committee on Energy and Natural Resources,Main Committee,Main Committee
SSEG,Committee on Energy and Natural Resources,SSEG00,,MAIN,Martin,Heinrich,NM,D,Ranking,R,committee_memberships_SSEG.xml,Martin Heinrich,Committee on Energy and Natural Resources,Main Committee,Main Committee
SSEG,Committee on Energy and Natural Resources,SSEG00,,MAIN,John W.,Hickenlooper,CO,D,Member,R,committee_memberships_SSEG.xml,John W. Hickenlooper,Committee on Energy and Natural Resources,Main Committee,Main Committee
SSEG,Committee on Energy and Natural Resources,SSEG00,,MAIN,Mazie K.,Hirono,HI,D,Member,R,committee_memberships_SSEG.xml,Mazie K. Hirono,Committee on Energy and Natural Resources,Main Committee,Main Committee
SSEG,Committee on Energy and Natural Resources,SSEG00,,MAIN,John,Hoeven,ND,R,Member,R,committee_memberships_SSEG.xml,John Hoeven,Committee on Energy and Natural Resources,Main Committee,Main Committee
SSEG,Committee on Energy and Natural Resources,SSEG00,,MAIN,Cindy,Hyde-Smith,MS,R,Member,R,committee_memberships_SSEG.xml,Cindy Hyde-Smith,Committee on Energy and Natural Resources,Main Committee,Main Committee
SSEG,Committee on Energy and Natural Resources,SSEG00,,MAIN,James C.,Justice,WV,R,Member,R,committee_memberships_SSEG.xml,James C. Justice,Committee on Energy and Natural Resources,Main Committee,Main Committee
SSEG,Committee on Energy and Natural Resources,SSEG00,,MAIN,Angus S.,King,ME,D,Member,R,committee_memberships_SSEG.xml,Angus S. King,Committee on Energy and Natural Resources,Main Committee,Main Committee
SSEG,Committee on Energy and Natural Resources,SSEG00,,MAIN,Mike,Lee,UT,R,Chairman,R,committee_memberships_SSEG.xml,Mike Lee,Committee on Energy and Natural Resources,Main Committee,Main Committee
SSEG,Committee on Energy and Natural Resources,SSEG00,,MAIN,David,McCormick,PA,R,Member,R,committee_memberships_SSEG.xml,David McCormick,Committee on Energy and Natural Resources,Main Committee,Main Committee
SSEG,Committee on Energy and Natural Resources,SSEG00,,MAIN,Lisa,Murkowski,AK,R,Member,R,committee_memberships_SSEG.xml,Lisa Murkowski,Committee on Energy and Natural Resources,Main Committee,Main Committee
SSEG,Committee on Energy and Natural Resources,SSEG00,,MAIN,Alex,Padilla,CA,D,Member,R,committee_memberships_SSEG.xml,Alex Padilla,Committee on Energy and Natural Resources,Main Committee,Main Committee
SSEG,Committee on Energy and Natural Resources,SSEG00,,MAIN,James  E.,Risch,ID,R,Member,R,committee_memberships_SSEG.xml,James  E. Risch,Committee on Energy and Natural Resources,Main Committee,Main Committee
SSEG,Committee on Energy and Natural Resources,SSEG00,,MAIN,Ron,Wyden,OR,D,Member,R,committee_memberships_SSEG.xml,Ron Wyden,Committee on Energy and Natural Resources,Main Committee,Main Committee
SSEV,Committee on Environment and Public Works,SSEV00,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",SSEV09,Lisa,Blunt Rochester,DE,D,Member,R,committee_memberships_SSEV.xml,Lisa Blunt Rochester,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",Subcommittee
SSEV,Committee on Environment and Public Works,SSEV00,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",SSEV09,Shelley Moore,Capito,WV,R,Ex Officio,R,committee_memberships_SSEV.xml,Shelley Moore Capito,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",Subcommittee
SSEV,Committee on Environment and Public Works,SSEV00,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",SSEV09,John  R.,Curtis,UT,R,Chairman,R,committee_memberships_SSEV.xml,John  R. Curtis,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",Subcommittee
SSEV,Committee on Environment and Public Works,SSEV00,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",SSEV09,Lindsey,Graham,SC,R,Member,R,committee_memberships_SSEV.xml,Lindsey Graham,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",Subcommittee
SSEV,Committee on Environment and Public Works,SSEV00,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",SSEV09,Jon,Husted,OH,R,Member,R,committee_memberships_SSEV.xml,Jon Husted,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",Subcommittee
SSEV,Committee on Environment and Public Works,SSEV00,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",SSEV09,Edward J.,Markey,MA,D,Member,R,committee_memberships_SSEV.xml,Edward J. Markey,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",Subcommittee
SSEV,Committee on Environment and Public Works,SSEV00,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",SSEV09,Jeff,Merkley,OR,D,Ranking,R,committee_memberships_SSEV.xml,Jeff Merkley,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",Subcommittee
SSEV,Committee on Environment and Public Works,SSEV00,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",SSEV09,Bernard,Sanders,VT,D,Member,R,committee_memberships_SSEV.xml,Bernard Sanders,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",Subcommittee
SSEV,Committee on Environment and Public Works,SSEV00,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",SSEV09,Dan,Sullivan,AK,R,Member,R,committee_memberships_SSEV.xml,Dan Sullivan,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",Subcommittee
